Organization 1,Organization 2,Distance
O15389,O92863,36
O23550,O79103,27
O96107,O64900,73
O75810,O40123,100
O36272,O35930,82
O85988,O69938,15
O47580,O82110,13
O25907,O1485,4
O95649,O53661,30
O24275,O72507,76
O3482,O1838,52
O20340,O44754,14
O31372,O5065,81
O68196,O91013,29
O51746,O74425,60
O64573,O54498,63
O39380,O69336,82
O65823,O61893,25
O26104,O40197,51
O80441,O13687,28
O84340,O7995,66
O77339,O3279,10
O23036,O39136,99
O59431,O35209,94
O39710,O57727,25
O32928,O49058,78
O86144,O15018,11
O48037,O86562,16
O53837,O10582,82
O91485,O27136,51
O73391,O46352,4
O31786,O48083,12
O56911,O44985,84
O97820,O2367,9
O43152,O32947,12
O1391,O12394,70
O56928,O78343,85
O82045,O66948,73
O47382,O81443,46
O39608,O85052,16
O87630,O92508,98
O48793,O76519,88
O95325,O64487,10
O37546,O22917,56
O87916,O44514,22
O54426,O24696,43
O74531,O88180,71
O15852,O66073,26
O71954,O88952,65
O75737,O34932,36
O93233,O73357,54
O11179,O14107,39
O48108,O10623,28
O8529,O3526,60
O64038,O94432,74
O96692,O98697,20
O60289,O94372,43
O29194,O83647,69
O50733,O67748,72
O34769,O60325,94
O16389,O41919,54
O35753,O55657,63
O69141,O39861,73
O7512,O15714,60
O85520,O72342,96
O91411,O19423,85
O73528,O7515,25
O18432,O5792,4
O29310,O57839,29
O54171,O99355,99
O48094,O63696,77
O8609,O23024,10
O75423,O13115,12
O52504,O25465,10
O97947,O25726,95
O2403,O11942,21
O1514,O29202,94
O85389,O16282,97
O34614,O85889,96
O26078,O31348,44
O71692,O45904,59
O2871,O68805,17
O35131,O6814,100
O36024,O18035,16
O88482,O52592,3
O11597,O96232,72
O14781,O98349,78
O59674,O21479,97
O83039,O35835,2
O63568,O99514,19
O51939,O8624,21
O83392,O38832,27
O53552,O18170,64
O19699,O53872,26
O3396,O75408,36
O54440,O84606,14
O18858,O71803,64
O89090,O56163,12
O49158,O4454,66
O68284,O58973,55
O48677,O41105,1
O76115,O63865,54
O46472,O19589,52
O41300,O5499,70
O79798,O40710,21
O17108,O32088,53
O17767,O25839,63
O96179,O94030,55
O19395,O7527,5
O48826,O68074,53
O13543,O21734,22
O51045,O5314,90
O44083,O86503,60
O12283,O59587,51
O99175,O63147,1
O49387,O27151,81
O5240,O77864,27
O81853,O77801,48
O62934,O86387,84
O54509,O12037,54
O90456,O4181,25
O58678,O86175,94
O72031,O70173,82
O99922,O75373,59
O21996,O6089,11
O5415,O72448,72
O22102,O31439,14
O5482,O52273,20
O22676,O24608,68
O75074,O66357,55
O62619,O7942,32
O48194,O43588,52
O15381,O59354,52
O37172,O38048,34
O27155,O38616,92
O77364,O53614,42
O93335,O69989,86
O74585,O65409,10
O68222,O10755,90
O64556,O20553,60
O20024,O50939,90
O274,O22621,10
O10837,O19927,96
O18745,O12778,9
O31563,O63303,35
O13961,O52047,27
O62593,O22340,52
O27229,O63035,2
O86634,O81766,4
O13449,O16672,57
O31618,O16744,22
O37438,O65687,20
O48492,O11610,65
O45088,O47259,22
O24266,O3536,39
O29479,O29472,99
O60787,O52167,76
O26624,O16877,98
O7259,O42550,94
O42777,O57090,80
O75121,O54673,20
O43123,O60357,90
O56220,O87234,80
O41725,O80913,13
O1994,O48253,72
O90647,O16699,16
O36745,O66513,83
O52062,O76902,58
O52225,O38631,62
O97544,O26831,28
O1456,O11097,76
O81131,O10724,100
O23170,O33351,44
O85097,O25386,22
O55846,O92953,4
O36863,O3988,83
O91175,O70255,83
O77721,O35033,32
O64664,O44937,81
O18713,O10206,78
O86030,O49318,75
O73276,O76823,45
O67430,O5403,61
O66833,O52776,68
O90965,O48836,30
O32582,O67495,76
O90605,O64283,56
O89779,O39398,27
O46766,O4973,97
O90406,O80970,33
O82743,O74324,57
O78604,O16337,65
O11622,O41399,96
O51988,O29511,34
O85618,O12124,45
O25563,O80651,16
O46347,O57113,22
O25286,O87362,7
O91039,O16628,40
O89566,O48373,55
O17948,O46945,75
O47476,O98433,1
O13254,O85361,10
O90685,O68591,34
O76580,O88669,85
O28167,O960,34
O6444,O33022,35
O51758,O59689,30
O84423,O32453,26
O91411,O2170,94
O23780,O54085,30
O37579,O26677,91
O90546,O35017,3
O80268,O83330,100
O54549,O53292,34
O38220,O94233,93
O5228,O38113,16
O63577,O53626,43
O12301,O41863,46
O71436,O53564,18
O2452,O24388,71
O53514,O47359,81
O12311,O57470,9
O66267,O51265,30
O67409,O73350,56
O41641,O67680,12
O90270,O17618,11
O92570,O17322,78
O9311,O82390,50
O93085,O80357,27
O83003,O38376,34
O50001,O91360,20
O78983,O38880,5
O60999,O1046,1
O26978,O75601,79
O43960,O88363,88
O70036,O8418,97
O34900,O91815,76
O11687,O75554,94
O77053,O72585,32
O84462,O8231,92
O61498,O1311,88
O79750,O69047,16
O16337,O11332,39
O55705,O7083,6
O18640,O43981,10
O693,O95493,51
O12518,O47954,22
O29339,O97848,77
O33091,O28760,100
O6384,O48399,83
O50199,O34644,91
O90215,O39406,20
O16817,O25027,100
O88982,O64169,77
O29633,O52291,77
O41424,O62312,42
O88984,O8845,3
O12480,O80807,23
O44360,O73067,63
O93819,O73910,52
O66638,O80088,6
O20855,O74252,55
O30631,O51972,13
O29984,O49261,83
O20356,O19470,55
O9658,O10584,78
O68764,O72386,38
O3249,O41786,18
O51440,O56529,46
O46708,O62162,61
O18191,O45749,56
O1514,O1969,49
O91478,O28382,95
O59136,O12033,34
O55945,O71739,94
O53004,O82833,86
O70370,O38512,86
O27518,O8898,75
O97805,O57773,4
O46605,O62944,20
O40751,O10255,29
O95709,O96734,8
O24126,O64498,32
O30961,O63785,77
O22486,O85398,32
O51656,O42174,99
O78285,O43191,15
O43083,O76419,54
O42927,O69885,60
O80814,O33424,35
O81634,O30133,94
O35619,O58020,81
O18015,O59860,54
O67593,O46806,7
O99789,O49760,86
O99138,O43198,96
O84366,O88682,16
O91335,O78892,63
O23256,O43216,6
O10512,O13602,87
O55750,O49443,71
O88244,O15509,8
O4392,O18325,78
O79984,O71013,70
O39987,O13888,17
O20822,O56793,2
O97433,O99078,85
O43117,O3181,24
O37750,O45106,52
O41149,O321,76
O45756,O54726,66
O50595,O6836,38
O80651,O88593,15
O45174,O83898,86
O75904,O50973,56
O28604,O2228,16
O16950,O73768,3
O18063,O80569,57
O13497,O58249,24
O60058,O48689,84
O94715,O58914,74
O10027,O75916,5
O47733,O27419,39
O60366,O90646,72
O47042,O49142,94
O65725,O53828,99
O73019,O33013,1
O45886,O56782,75
O78510,O86987,75
O84656,O19808,42
O7036,O95777,59
O12777,O34968,91
O3892,O3379,10
O62291,O60863,78
O35546,O34566,85
O11590,O33361,11
O79904,O87348,22
O19446,O43980,37
O26831,O59436,99
O46360,O72465,61
O23794,O89104,29
O1093,O9253,2
O5423,O3218,69
O10695,O51378,71
O71134,O85495,90
O67038,O46720,7
O15081,O72365,27
O90470,O86763,16
O61371,O4602,77
O31171,O98930,88
O18347,O18926,98
O59419,O28652,48
O17961,O60429,68
O18958,O87620,11
O89619,O97408,36
O3668,O60655,57
O62698,O63724,29
O9055,O17854,100
O30487,O39237,80
O48863,O77466,36
O61677,O84949,46
O61087,O13627,42
O32068,O7016,51
O69485,O51769,33
O51057,O34988,54
O74348,O58439,62
O45769,O32817,27
O40612,O69923,50
O44042,O56644,69
O81795,O13414,61
O51577,O62766,61
O29265,O69780,100
O13500,O76475,23
O26705,O43253,43
O65290,O87639,96
O34624,O19915,2
O23132,O70405,39
O46380,O3325,38
O71976,O91186,73
O93113,O97929,14
O65003,O7199,80
O10014,O8772,99
O18647,O87101,59
O24045,O39166,35
O69286,O57620,87
O18452,O25795,70
O24608,O57525,94
O8593,O1575,99
O62637,O99721,5
O55644,O88948,71
O75177,O80088,39
O67914,O21155,88
O76052,O96378,7
O5151,O29308,24
O99315,O60779,19
O17269,O63558,32
O83535,O76465,92
O68060,O97445,23
O80662,O24705,33
O14320,O82837,29
O51310,O66306,83
O47597,O23474,97
O77834,O1925,64
O42294,O82133,88
O93482,O60259,18
O87289,O51245,50
O1481,O91896,97
O74158,O76469,30
O30815,O91313,98
O53991,O64630,15
O7488,O73209,3
O50730,O28613,26
O76529,O20360,64
O71365,O60535,16
O62835,O86137,57
O30689,O8055,77
O90407,O11060,49
O86058,O3900,88
O69041,O88338,48
O30638,O66757,7
O92339,O501,34
O47144,O86707,33
O14658,O48284,4
O95120,O43104,76
O16749,O19564,89
O25953,O73068,67
O61283,O3699,60
O89608,O23319,13
O10179,O29147,97
O89720,O30033,99
O14634,O87168,53
O55472,O72020,31
O29367,O15436,5
O23851,O21928,59
O56511,O13913,72
O31988,O57693,28
O75579,O46392,64
O73227,O9941,46
O95348,O4540,15
O9152,O63205,24
O43684,O6609,32
O10091,O29368,85
O87144,O60443,76
O56884,O8109,45
O33936,O96388,26
O50934,O27210,25
O35526,O54495,88
O73601,O47534,9
O40888,O54238,90
O81387,O52366,73
O47551,O27799,1
O34907,O9779,73
O49109,O60432,12
O22391,O70151,69
O57477,O48326,16
O8665,O91873,88
O76745,O25633,20
O73417,O61749,36
O41740,O87007,91
O32315,O2550,51
O33175,O70934,21
O3528,O55603,62
O24661,O93296,30
O5468,O75642,84
O86289,O59829,61
O34126,O27466,48
O1238,O84750,1
O26078,O52075,60
O68285,O27624,3
O55414,O55373,36
O36597,O84889,3
O5488,O811,20
O5655,O54808,51
O36806,O59268,30
O86466,O31133,34
O96744,O22243,70
O92924,O27773,26
O86771,O55331,42
O14881,O30493,79
O19501,O89716,98
O62040,O23853,98
O43565,O42383,84
O5877,O77049,27
O10126,O8983,34
O61321,O83048,28
O54285,O70110,44
O76566,O66285,97
O68800,O7038,69
O5745,O57821,20
O40672,O71916,40
O53172,O95358,52
O31559,O48778,70
O15717,O75271,81
O73071,O82155,72
O47768,O87840,40
O78126,O70443,50
O63216,O31876,12
O67169,O4603,17
O82316,O99598,79
O20205,O65895,53
O68593,O2242,40
O27745,O94506,93
O61189,O23156,26
O68043,O6361,50
O84461,O21820,100
O34276,O97886,76
O46612,O2897,23
O84627,O73293,68
O97347,O56134,3
O51199,O50429,30
O92853,O52146,99
O68492,O86325,71
O9794,O90164,28
O1656,O83522,40
O93789,O13007,93
O48730,O94174,80
O8371,O42519,46
O77056,O77623,81
O67318,O99688,98
O65741,O69471,13
O20440,O99551,63
O72741,O26687,68
O39523,O61833,22
O90413,O88558,61
O46792,O24180,80
O23037,O98360,90
O6323,O32139,33
O95679,O32368,66
O91762,O26574,56
O91003,O71160,80
O77302,O93175,89
O44542,O42293,49
O93203,O78767,74
O16783,O92177,78
O10461,O85831,90
O57746,O89181,69
O32579,O49935,70
O67490,O88333,97
O11940,O755,8
O53631,O46656,100
O67642,O5515,17
O49488,O86166,12
O26583,O85232,98
O44677,O70630,30
O70803,O36174,69
O40221,O28932,32
O36354,O24541,38
O78038,O92817,19
O41107,O48850,55
O33476,O3043,42
O91444,O57533,45
O43611,O71940,49
O606,O37092,54
O87476,O77953,80
O2188,O86117,43
O58986,O16227,59
O71543,O53848,50
O19872,O98156,41
O14090,O97377,37
O82061,O18550,25
O59253,O90368,36
O25576,O80000,27
O45412,O45089,19
O78874,O99640,17
O83961,O12817,39
O15915,O10523,32
O8312,O41382,11
O89920,O70871,97
O87783,O78280,24
O40378,O47471,51
O27224,O55836,1
O86185,O31150,9
O30943,O92607,38
O64676,O92517,57
O8856,O75039,2
O22204,O90808,31
O77406,O61750,3
O57629,O65687,88
O22474,O71865,57
O78889,O11077,7
O16107,O70012,99
O2633,O1583,87
O16636,O53097,91
O17938,O94846,53
O12465,O59723,71
O72287,O1013,53
O53650,O80709,86
O26179,O53286,26
O8719,O77485,59
O35556,O25706,23
O89951,O54399,63
O69120,O23797,20
O36689,O74225,27
O97960,O85821,30
O72292,O16372,2
O26927,O78067,96
O65270,O4565,16
O97969,O59848,71
O91087,O16398,54
O90115,O22463,30
O15765,O6922,33
O145,O88757,19
O92235,O82217,42
O1959,O36178,68
O45200,O36562,54
O30020,O3393,16
O87448,O59493,36
O3767,O6995,28
O9924,O93552,1
O78085,O68514,88
O40942,O27084,1
O3865,O34563,18
O95823,O884,64
O93681,O95056,28
O96551,O48760,59
O35145,O36994,92
O70408,O14390,60
O33369,O64418,87
O95398,O40370,2
O97433,O61756,54
O87031,O20975,56
O35392,O94369,40
O23355,O68221,7
O28208,O8841,43
O39848,O65667,11
O35496,O54696,78
O38797,O927,74
O64117,O62520,77
O16689,O8072,34
O40604,O29465,66
O20113,O37378,9
O47425,O9558,37
O67659,O71978,53
O45454,O73569,41
O93762,O20557,48
O39657,O81850,31
O78534,O10348,69
O20930,O57928,75
O26182,O73478,77
O14887,O99913,22
O85946,O89233,16
O97579,O50739,23
O89632,O52937,90
O20918,O4523,99
O12461,O71484,37
O15233,O99956,26
O27782,O82919,50
O14895,O39593,70
O1782,O34370,81
O33459,O55766,68
O29105,O92917,9
O53233,O59844,69
O76453,O77938,98
O84383,O89000,47
O80668,O8750,17
O411,O78782,28
O51398,O58817,18
O52506,O90246,96
O9736,O44304,88
O56767,O44104,10
O54257,O92340,51
O84675,O1464,48
O64369,O71130,73
O69472,O15659,100
O83788,O51815,80
O79254,O70695,95
O46521,O12247,29
O82738,O89746,14
O7038,O35811,63
O33934,O99829,68
O7143,O21541,27
O71728,O64718,75
O38735,O72018,69
O28069,O35878,64
O55527,O63834,20
O47322,O25065,38
O11533,O97703,25
O10937,O5538,68
O3787,O91951,97
O42141,O43047,58
O1608,O5392,72
O19784,O86932,30
O25282,O91028,3
O41314,O50353,19
O96758,O37160,91
O64705,O51646,72
O21416,O42886,67
O48459,O76389,31
O60664,O64615,65
O62409,O74557,59
O14730,O61658,61
O10592,O80655,45
O67681,O49812,70
O3279,O17055,98
O91198,O12656,7
O66146,O28242,32
O90579,O54000,68
O51401,O61338,65
O56834,O59047,15
O78734,O42460,75
O52307,O55906,40
O46473,O81902,28
O55992,O6322,12
O62235,O16882,48
O24775,O65603,91
O39069,O25243,71
O18440,O66019,43
O63634,O10505,69
O70843,O3264,40
O97162,O67987,34
O42519,O65663,60
O34435,O32021,83
O16978,O33338,90
O91971,O33674,81
O91580,O14252,92
O4698,O32960,96
O18766,O67613,54
O3023,O10075,60
O35928,O85966,5
O66158,O60834,10
O42451,O22647,65
O48697,O36998,59
O27128,O80119,26
O1501,O1544,78
O29273,O97821,98
O71716,O66877,42
O11055,O58089,97
O74515,O94226,67
O32783,O53328,93
O91114,O49656,39
O82104,O69425,25
O86603,O51957,4
O35921,O13649,39
O52309,O12581,71
O97994,O94913,52
O7067,O55950,28
O6468,O80164,10
O28373,O59023,35
O97880,O41446,45
O61360,O52961,42
O23643,O15691,25
O99142,O97203,12
O63360,O27480,65
O34656,O8731,69
O4642,O31648,47
O57725,O42301,63
O44811,O2416,32
O20292,O15074,38
O48256,O13378,43
O64679,O91022,10
O65156,O54815,41
O41880,O43966,46
O90562,O76693,81
O78179,O93406,57
O1720,O50119,56
O81664,O96560,45
O3709,O29700,62
O95929,O38045,82
O49494,O3101,18
O63275,O33322,4
O35423,O32406,92
O25921,O44839,100
O68761,O85464,78
O70945,O6093,86
O75724,O1726,20
O53345,O21005,13
O8305,O87244,56
O68901,O57451,58
O1461,O87916,22
O41568,O18850,79
O63106,O37882,41
O57670,O40101,64
O69832,O24979,95
O62234,O33385,39
O52042,O84128,78
O86722,O55985,53
O87678,O96709,87
O52704,O8029,47
O52869,O9535,8
O12666,O12202,40
O87680,O85235,62
O55265,O73497,27
O58501,O99996,54
O31292,O708,82
O32724,O78592,35
O81390,O84334,19
O73817,O39253,21
O86563,O74963,97
O27784,O94105,20
O82250,O46273,59
O34227,O20055,29
O91292,O34436,54
O49578,O67758,96
O37733,O90998,61
O63059,O70505,96
O89199,O12471,87
O71367,O62544,16
O78220,O11307,94
O20537,O73476,38
O4841,O83168,92
O42769,O66579,59
O83795,O26837,38
O44871,O59160,16
O66658,O71536,4
O83918,O97080,75
O4980,O75142,95
O45399,O19342,17
O88767,O23785,73
O46400,O12469,75
O87214,O49929,35
O64328,O69032,94
O94480,O24491,32
O12265,O42687,48
O15776,O95848,83
O30427,O93360,28
O18373,O72750,21
O88685,O67709,1
O59837,O29346,21
O5279,O42936,94
O90503,O48938,58
O60493,O64826,68
O14822,O92425,14
O24539,O24560,6
O20819,O77566,54
O69238,O83949,51
O57678,O16315,57
O21443,O58426,4
O65659,O77581,93
O73197,O93670,47
O2498,O63050,72
O69076,O75604,7
O62265,O15713,19
O747,O60678,61
O2325,O42359,73
O84245,O58327,13
O31993,O93383,32
O46495,O46045,3
O11686,O73222,35
O61796,O74441,96
O41881,O63086,88
O252,O20298,38
O30920,O40537,99
O3725,O6699,14
O88510,O42813,37
O26545,O49607,23
O6754,O77382,61
O69250,O65695,7
O57675,O41617,24
O12229,O56983,15
O69319,O37801,41
O3742,O12558,3
O96000,O60104,23
O2301,O1808,24
O44975,O66195,60
O60946,O6511,50
O31422,O30221,15
O41149,O44891,12
O50489,O76935,18
O14691,O47597,27
O33338,O56309,76
O215,O6090,29
O99146,O55166,86
O7597,O88866,68
O22809,O54055,57
O71850,O87595,54
O25256,O24360,11
O90451,O44136,84
O41019,O9797,83
O65656,O87629,76
O27855,O79893,71
O27610,O52301,61
O80402,O84896,29
O4239,O94171,24
O28767,O780,48
O38330,O17861,98
O29385,O10617,52
O60827,O4544,85
O79538,O53244,26
O34838,O47546,23
O81686,O10341,21
O71870,O63110,54
O32157,O42567,91
O57320,O49221,81
O80081,O49231,73
O29722,O58529,75
O39973,O83893,71
O17579,O10598,19
O97190,O90742,98
O41991,O87177,10
O54095,O85218,84
O89831,O82863,49
O76584,O96694,26
O29663,O38135,74
O86438,O1344,88
O14264,O5405,19
O40031,O84842,69
O9460,O68138,69
O51756,O34595,79
O72815,O29605,61
O91308,O42428,63
O99454,O68633,51
O16168,O40660,97
O12208,O11114,32
O85409,O58700,96
O12105,O81702,64
O7133,O52402,39
O7857,O42804,77
O78871,O36917,97
O59072,O86139,69
O96279,O50254,44
O20940,O65524,21
O78739,O28418,64
O5022,O31807,51
O39479,O76276,97
O78362,O11441,50
O74569,O66727,2
O62526,O4640,10
O71645,O99010,53
O77050,O10653,99
O66380,O84914,68
O29806,O76702,48
O58312,O97173,48
O69454,O98178,59
O95738,O54780,51
O51251,O7239,45
O4900,O13333,59
O20317,O36292,97
O13210,O53939,28
O46206,O18310,70
O40387,O29763,40
O1455,O68222,93
O24613,O11471,16
O33942,O6165,2
O63095,O6606,75
O67013,O47968,72
O97519,O16345,60
O85779,O75284,100
O32073,O38343,7
O92634,O36820,95
O50020,O26005,69
O61167,O97091,3
O92930,O29983,75
O68109,O34135,15
O90864,O42536,35
O17533,O65813,41
O4822,O30126,55
O40218,O75252,68
O86778,O50454,20
O67018,O76154,61
O53037,O76481,18
O60028,O83277,56
O8638,O6024,82
O53771,O85326,95
O25434,O1572,81
O39606,O57297,68
O55736,O52388,82
O39158,O41071,87
O49641,O38519,24
O85430,O23376,67
O28312,O50007,31
O9401,O98518,44
O27701,O29877,96
O11826,O36971,84
O33081,O15120,19
O26912,O96957,44
O18595,O55274,32
O94818,O94487,77
O40041,O73872,20
O8847,O34913,39
O11461,O40964,47
O90934,O27745,59
O3572,O87342,71
O86974,O98470,73
O16272,O55435,26
O95982,O52252,57
O78564,O73079,32
O87607,O91166,28
O98697,O83223,51
O98368,O18905,38
O69381,O1821,54
O61888,O54137,32
O97073,O41513,17
O1884,O47408,65
O61201,O12256,20
O7110,O48515,39
O8052,O43479,94
O5932,O17065,42
O59793,O75340,57
O13982,O78706,59
O17343,O76958,18
O33309,O16078,34
O64143,O91349,87
O10079,O42696,41
O67613,O73145,74
O78161,O81536,24
O87215,O35877,22
O91729,O43445,63
O46598,O9049,5
O48370,O88758,6
O95830,O70033,31
O76743,O49506,9
O89963,O54475,62
O91878,O32437,41
O28165,O36374,34
O54943,O63323,64
O77130,O24467,49
O85890,O6128,75
O3752,O88322,19
O24876,O47272,87
O8246,O71860,24
O79687,O42264,10
O86625,O50654,13
O11467,O59825,90
O32769,O94073,26
O46918,O86098,19
O2720,O50995,37
O82954,O32851,25
O15646,O19656,77
O88538,O35857,4
O68438,O95820,18
O42088,O55055,87
O15070,O19924,39
O69837,O271,88
O84543,O86932,88
O80314,O78507,72
O70545,O48777,45
O87630,O78085,94
O99193,O412,2
O67426,O96915,79
O62536,O68277,56
O19829,O61203,6
O71118,O45123,53
O7129,O37478,76
O96078,O99845,20
O98738,O64499,7
O32266,O83531,14
O65163,O68242,29
O86342,O10662,23
O32153,O49932,40
O15359,O11402,82
O84373,O46068,40
O36855,O38348,75
O39079,O57611,54
O24799,O22578,28
O87894,O29563,10
O36522,O41897,47
O82643,O33443,53
O6890,O8772,75
O63409,O66142,99
O95740,O32064,27
O22565,O38031,35
O52042,O16798,77
O60570,O79936,60
O15792,O38783,30
O30980,O77741,42
O71891,O64214,4
O30876,O1271,24
O87274,O70999,81
O59989,O47970,72
O47775,O52805,31
O93038,O82620,40
O26064,O84962,34
O37768,O4732,51
O30481,O99100,83
O5687,O7546,56
O38063,O60287,52
O23869,O6789,11
O9522,O8125,21
O83986,O50975,30
O26313,O96387,36
O391,O40799,64
O58573,O57300,1
O40706,O1196,93
O54203,O76542,61
O10893,O20249,42
O71166,O31666,77
O61477,O70598,87
O52458,O98392,33
O92126,O93455,81
O48929,O27321,94
O34244,O20353,66
O52124,O82308,47
O71804,O3535,84
O76375,O43509,12
O40123,O80459,84
O60647,O14021,91
O77886,O15401,80
O69653,O89928,98
O30596,O51277,23
O50111,O76699,97
O13634,O27652,20
O3577,O44692,46
O95490,O34134,58
O50277,O92671,10
O99349,O25445,14
O60452,O43831,24
O18813,O66209,54
O30565,O32263,3
O12658,O23110,50
O29594,O57044,64
O94519,O83788,76
O44105,O33914,27
O82073,O56083,57
O80121,O93746,22
O16499,O87586,7
O33325,O33690,33
O41813,O65215,13
O67012,O82122,38
O34342,O92120,57
O63558,O5706,94
O28180,O26058,27
O77917,O66110,4
O88303,O60828,82
O50285,O26897,99
O2470,O84664,54
O40842,O43601,11
O55013,O11224,25
O29585,O34254,13
O44482,O47623,4
O62248,O45409,63
O36489,O84425,25
O5314,O70767,99
O89391,O195,45
O21383,O10687,49
O40797,O33763,69
O47459,O92092,4
O44755,O91254,53
O53830,O32776,8
O94562,O35530,87
O35206,O26631,53
O45841,O28461,26
O77012,O97493,79
O48961,O10335,79
O92039,O56342,8
O99143,O85538,26
O54241,O20380,53
O47779,O5180,52
O67214,O99380,24
O39805,O12087,23
O31452,O81551,3
O20821,O21980,47
O26205,O94567,99
O59971,O98605,6
O51367,O37855,58
O41755,O40364,7
O57242,O62010,97
O36452,O54821,32
O32991,O15456,39
O73617,O1280,15
O89268,O3623,38
O89587,O79503,95
O69508,O628,81
O7416,O4912,40
O98233,O50030,26
O34121,O86747,82
O21167,O82521,59
O61314,O32320,28
O64748,O65910,18
O65300,O7673,96
O62243,O58814,62
O56499,O93859,26
O34091,O12664,51
O53001,O97620,66
O15210,O82630,13
O38824,O93922,67
O60186,O24459,84
O17947,O83264,6
O52491,O20015,64
O83830,O15258,84
O14879,O27975,56
O31490,O47331,31
O74820,O60640,100
O39540,O2659,12
O33665,O17407,12
O95300,O13778,57
O59658,O40563,83
O98981,O63457,42
O42726,O37596,55
O6303,O62265,77
O45359,O98515,14
O78083,O19553,99
O82363,O17306,22
O55210,O18394,97
O44387,O76764,11
O68230,O47124,56
O50753,O74349,13
O228,O59256,49
O95014,O61545,57
O54120,O88036,29
O30030,O83455,92
O64220,O70280,3
O62734,O28377,39
O54228,O35492,9
O6577,O32892,86
O95194,O18958,79
O70901,O74517,52
O22247,O18682,2
O20744,O83781,55
O91709,O84881,73
O67731,O6300,85
O82825,O35102,60
O40187,O12425,41
O61479,O42092,9
O28956,O51428,33
O232,O63410,42
O28217,O21639,64
O78536,O89852,48
O70872,O67098,21
O82316,O41040,55
O80736,O27369,98
O62961,O15663,59
O6435,O64439,77
O20302,O75583,90
O40448,O50094,96
O47746,O24801,11
O58170,O83023,29
O24343,O23574,63
O20046,O12607,2
O26930,O51544,42
O87068,O62886,26
O56558,O38725,94
O94899,O29328,91
O90328,O37225,41
O96467,O668,62
O17993,O68696,21
O87275,O1162,23
O92774,O16465,97
O95779,O76172,92
O89675,O14206,20
O71547,O13304,7
O75874,O18087,33
O48373,O490,16
O68691,O6903,86
O1264,O3070,2
O39011,O79346,40
O46377,O37273,91
O54825,O29370,5
O235,O84636,50
O37243,O8900,52
O33900,O2896,74
O19704,O64746,10
O30630,O39473,91
O78585,O83222,69
O91330,O22257,52
O84509,O40201,2
O26153,O81042,43
O28093,O4955,61
O18086,O6834,12
O83794,O7313,53
O37716,O74544,27
O92344,O31493,34
O80254,O44772,76
O26903,O57858,51
O27896,O74424,55
O43463,O59626,81
O43615,O69944,54
O24823,O37338,92
O61699,O56665,4
O12557,O82100,85
O81763,O55195,35
O46298,O7479,8
O59727,O68390,13
O96759,O95846,31
O81894,O27902,60
O21233,O59551,65
O54929,O33721,100
O65660,O48156,65
O28704,O83813,83
O64858,O26745,14
O10879,O66821,9
O24687,O22429,36
O23208,O54449,62
O45624,O67351,48
O82715,O42694,37
O62311,O88375,37
O5905,O67613,75
O8634,O37979,23
O70718,O61101,43
O18748,O86217,71
O45333,O71,35
O41422,O69956,49
O78416,O19978,25
O92191,O76635,27
O58876,O43067,52
O19184,O72676,34
O27281,O92851,25
O77658,O86741,32
O52560,O70430,30
O94182,O50134,7
O13508,O55750,14
O63622,O9305,44
O38,O92413,65
O35367,O72541,8
O85556,O69774,28
O53735,O4399,25
O21588,O62640,85
O34353,O30585,45
O57910,O54828,87
O42565,O26815,48
O87216,O82994,1
O84507,O79738,85
O77887,O90535,54
O1626,O1258,7
O80184,O83827,83
O95296,O46049,29
O97254,O13287,40
O16612,O63214,45
O25572,O23459,95
O20891,O16962,35
O25084,O96201,2
O87243,O35727,100
O99299,O44713,66
O3437,O89484,4
O24304,O4711,56
O94355,O23232,55
O20426,O60908,73
O97205,O49232,80
O89811,O39953,99
O80742,O48894,59
O994,O213,37
O46338,O85270,17
O25364,O21197,100
O47982,O87845,67
O74612,O35775,21
O9173,O2178,90
O25820,O15064,61
O3557,O65985,93
O11901,O26214,89
O37286,O8368,66
O62766,O24779,3
O23199,O63176,86
O64940,O91767,14
O12703,O25057,70
O96099,O22316,14
O23818,O93679,64
O71478,O47848,11
O42002,O45210,86
O19987,O21813,88
O15201,O79450,54
O53086,O73105,45
O35,O77728,10
O15864,O19239,92
O67412,O86276,81
O83389,O17724,6
O40854,O64170,93
O33323,O68996,5
O22428,O27584,54
O93075,O52620,32
O88718,O51319,78
O16194,O57622,80
O26703,O28281,17
O28912,O87141,24
O81616,O569,94
O79221,O33988,51
O42297,O21717,71
O39304,O40723,53
O12673,O45531,4
O53891,O36028,4
O55874,O37947,27
O56855,O90228,92
O74823,O75553,35
O66917,O75295,84
O4451,O87844,49
O55977,O78077,20
O64878,O65865,82
O76649,O35651,59
O46394,O82929,58
O12576,O13840,7
O39743,O15491,92
O80809,O30011,65
O92058,O84459,27
O65292,O27088,35
O3356,O3569,91
O3158,O14179,84
O84054,O36404,60
O71740,O33259,78
O79749,O18223,10
O45654,O88210,99
O52180,O40039,96
O4458,O69194,75
O2642,O20309,63
O69329,O58218,93
O34132,O93102,37
O14499,O41247,21
O90576,O91150,59
O81865,O78460,6
O76683,O20681,78
O46840,O98110,97
O87067,O19089,1
O49030,O3472,24
O45419,O42664,96
O38662,O4212,45
O47221,O91096,85
O84159,O26735,76
O30949,O39871,67
O66569,O44014,47
O35690,O36633,74
O79099,O62715,31
O99989,O88854,20
O43618,O88730,52
